0,4246.7,4497.9,4715.9,Inf,4970.4,4810.8,4810.1,3324.6,4366.4,485.59,5220.8,Inf,333.71,Inf,Inf,4225.4,Inf,4285.2,1431.6,5034.2,Inf,4953.3,4908.6,4301.2,4954.3,5324.3,4893.1,3600.9,618.06,4785,4979.3,Inf,Inf,Inf,5283.7,5021.4,4430.7,4628.1,5103.6,Inf,5274.7,5281.7,4370,4649,5071,5030.7,Inf,4625.9,4647.4,Inf,1956.5,5244.2,1232.7,3164.2,4982.9,4983.9,1723.9,4670.4,4979.2,Inf,2237.6,4483.9,4613.4,4429.8,4464.9,Inf,Inf,4642.7,4864.5,4989.4,Inf,4769.1,4436,Inf,4378.2,5196,1471.2,953.53,Inf,1452.5,Inf,5503.7,Inf,Inf,4791.9,5030.9,Inf,5239,4820.8,5084.7,Inf,4585.3,4856.9,5265,3451.9,293.98,4972.7,5142.6,5258.2,2773.6,Inf,5211,5117,5161.8,3682,4912.6,1791.8,4677.3,4448.8,5282.7,2063.2,Inf,5389.3,5161.5,Inf,4724.8,Inf,4637.7,5118.9,4771.2,1755.2,4783.3,4543,Inf,4669.2,1455,2009.8,2602,4507.2,4759.5,4031.4,5315.6,4763.3,2860.9,2093.8,3970.5,Inf,4820.3,100.15,5738.3,4970.2,4789.1,4436.4,5221.2,4898.4,4797.9,Inf,Inf,5267.8,Inf,5309.3,5125.4,2000.5,Inf,223.55,4042.8,Inf,3014.8,4608.6,2669.7,5184.3,646.06,4604.8,Inf,5006.4,3252.7,Inf,1294,4725.5,5045,4416.8,1092.8,1366.6,4642.5,5296,321.28,5169.7,5007.4,5196.9,5212.9,4749,4658.4,4985.7,4103.8,3412.8,4310.8,5114.7,4806.9,Inf,2569.9,4826.8,5312.6,4874.1,Inf,1624.8,5104,5170.3,4857.8,Inf,5062.6,4903.6,2449.2,385.52,4737.6,4816.3,4680.8,3631.4,Inf,4797.1,4710.4,Inf,4365,4932.9,4316,Inf,4268.7,4235,4650.4,Inf,Inf,5309.2,4577.8,Inf,Inf,Inf,5047.4,4578.8,4772.9,3516.7,Inf,4717.8,4783.2,723.21,3457.6,2684.7,4805.9,Inf,2930.5,Inf,2035,4385,4401.6,5039.1,Inf,Inf,4840.2,5200.7,3352.4,5230.9
4246.7,0,544.28,1000.6,710.88,736.99,Inf,667.54,950.11,281.63,4087.7,1069,599.22,4345,1151.6,302.13,85.074,Inf,226.7,5677.7,938.87,783.6,Inf,718.74,363.03,Inf,1080.4,773.01,646.06,4080.5,1082,869.46,5834.8,553.61,971.01,1037.6,Inf,204.23,Inf,Inf,762.27,1122.2,1259.4,623.5,542.34,Inf,1123.8,Inf,979.95,623.27,2284.3,2700.1,1029.8,Inf,1119.5,945.93,Inf,5965,Inf,809.51,124.73,6471.7,316.37,Inf,736.23,325.82,996.42,586.28,798.73,621.16,858.01,370.9,Inf,660.76,4866.3,Inf,Inf,3079.9,3589.9,1056.8,Inf,498.99,1285,341.15,2450.4,935.36,1434.2,1150.9,Inf,Inf,944.94,970.26,343.51,625,Inf,850.46,4503.9,748.24,1041.7,Inf,1678.5,718.66,1155.8,890.52,995.25,566.71,Inf,6033.6,464,495.08,Inf,2633.8,Inf,1147.9,923.68,1306.5,Inf,1854.2,399.75,895.86,770.58,2916.7,1435.8,Inf,482.51,1029.7,3109.1,2666.9,1850.8,768.41,513.14,366.02,1178,Inf,1500.1,5434.3,295.06,3100.1,Inf,4243.9,2574.4,723.97,Inf,470.01,1053.7,679.25,562.16,4408.3,3334.8,1177.1,722.31,1075.2,Inf,2800.7,2783.5,4321.4,205.51,Inf,1316.7,708.11,1767.5,938.76,3947.3,623.73,934.24,765.21,Inf,1103.7,3351.1,Inf,801.16,744.22,3553,3260.5,468.36,1049.3,4466.3,Inf,943.42,1893.9,1051.8,509.66,1025.3,Inf,205.04,866.67,70.938,873.53,759.66,3738.9,6799.8,Inf,Inf,653.07,Inf,5867.2,894.51,1733.7,716.8,88.12,870.53,685.27,2067.7,Inf,761.78,859.23,595.99,617.07,922.22,566.4,493.12,931.4,198.69,864.29,196.15,950.05,Inf,51.411,473.7,6291.6,Inf,1181.3,Inf,Inf,872.78,515.44,800.87,516.79,1042.4,766.69,919.57,834.75,536.68,3976.8,790.17,Inf,906.31,2102.8,1400,1277.5,6272.6,491.97,Inf,1006.4,7345.4,807.32,754.21,973.49,902.53,Inf
4497.9,544.28,0,Inf,225.53,634.7,486.8,312.75,1267.3,Inf,Inf,1361.6,257.51,Inf,752.79,269.49,628.37,Inf,Inf,5926.9,Inf,Inf,998.51,1050,231.48,Inf,Inf,397.23,938.84,Inf,537.78,486.25,Inf,Inf,614.18,988.76,1084.9,Inf,Inf,1299.7,1149.3,781.95,1633.1,145.9,160.7,908.99,619.92,1497.9,441.82,151.51,2603.9,3007.8,765.22,3698.7,1432.2,Inf,499.27,6221.7,333.26,481.39,429.51,6735,Inf,Inf,216.82,246.47,1300.3,314.33,254.84,819.19,494.44,219.91,860.49,Inf,5128.1,534.49,964.53,3378.2,Inf,982.45,3499.3,85.811,1024.1,Inf,2764.5,1423.8,1927.1,1456.1,745.83,995.51,Inf,1007.6,552.04,Inf,907.33,1204,4742.4,990.46,654.63,1669.9,2015.4,416.86,736.29,1078.5,665.47,856.9,787.18,Inf,360.28,57.942,794.02,2946.9,168.02,1190.8,1049.8,892.37,288.02,2194,Inf,Inf,288.82,3219.6,Inf,171.63,310.76,489.3,3407.3,2977.1,2174.4,237.54,Inf,488.03,825.33,268.1,1822,5740.5,588.84,Inf,Inf,4486.7,3066.5,777.15,296.46,80.533,Inf,962.56,836.46,4634.6,Inf,Inf,240.86,1179.8,636.91,3113.9,3092.1,4589.2,576.85,4464.8,1639.7,166.4,Inf,Inf,4232.8,112.42,676.95,724.17,1549.4,828.01,3648.8,234.95,779.1,227.24,3848.6,3558.6,243.56,1035.3,4697.7,1465.7,522.25,2396.2,718.07,577.31,Inf,767.96,Inf,1194.5,500.97,796.57,315.9,4032,7066.5,1421.2,825.39,483.45,1494.1,6122.5,623.43,2230,359.95,463.73,567.34,487,2389.7,4719.4,261.35,356.91,183,904.7,730.61,517.08,386.64,Inf,351.6,443.86,349.33,768.78,Inf,Inf,249.14,Inf,96.711,Inf,Inf,1514,Inf,909.9,865.3,95.276,498.34,1111.1,563.61,299.18,725.89,4265.6,1088.1,2096.6,1387.8,2433.2,1717.2,Inf,Inf,115.9,115.51,564.01,7624.1,376.82,345.92,1134.5,1206.8,1141.9
4715.9,1000.6,Inf,0,345.28,994.39,95.002,532.23,1577.7,718.95,4596.7,1765.5,569.17,4773.5,528.82,712.45,1084.9,Inf,782.82,6138.9,407.53,1053.2,1418.2,1477,659.64,744.36,1447.3,Inf,1241.8,4596.7,87.157,423.3,6302.4,1118.3,500.75,1294.6,1499.9,877.67,315.97,1716.5,1579.7,620.02,2047.3,431.96,535.14,1293.1,315.01,1908.1,90,416.82,Inf,Inf,Inf,3933.9,1728.4,1795.9,700.65,6436.9,758.05,Inf,Inf,6952.6,Inf,582.1,328.56,697.06,1586.8,667.25,205.1,Inf,Inf,Inf,Inf,369.53,5348.8,986.84,1311.2,3617,Inf,1272.3,3739.4,522.23,1066.4,Inf,3035.8,1859.7,Inf,1738.1,595.59,Inf,1699.6,1357.5,989.99,952.81,Inf,1557.8,4953.2,1406.8,Inf,2088.5,2324.5,642.25,499.61,1474.5,591.05,Inf,1198.5,Inf,785.76,Inf,Inf,3215.2,354.26,Inf,Inf,645.83,215.28,2502.4,1178.7,926.1,Inf,3470.4,452.23,Inf,729.32,57.066,3646,3241.3,2466,Inf,1150.3,832.6,631.17,415.1,Inf,5988,968.79,3644.5,241.15,Inf,3498.8,1171.9,374.52,531.17,1728.5,1387.3,1266.7,4839.9,3867.7,1921.4,340.83,1535,457.5,3380.9,Inf,4813.9,998.17,Inf,1943.7,Inf,2388.6,1234.3,4463.3,393.36,846.68,Inf,1914.3,886.52,Inf,Inf,Inf,334.86,4082,3796.3,666.28,1353.5,4905.2,1883.5,Inf,2831.7,599.82,1003.6,Inf,1155.8,896.13,1523.1,957.22,1128.6,357.04,Inf,7285.4,Inf,885.36,Inf,1912,6337.2,785.34,2665,512.92,920.26,665.8,825.4,2675.8,4924,Inf,224.69,483.23,1207.3,985.33,927.8,806.42,470.65,807.83,353.69,Inf,1022.5,851.94,956.54,Inf,6769.6,Inf,617.49,323.01,1918.3,953.34,1345.2,1249.5,513.79,Inf,1462.2,Inf,191.11,1154.2,4496.7,1380.5,2396.2,1823.5,2727.8,2011.2,Inf,6749.1,521.96,Inf,347.08,Inf,352.31,406.93,1516.4,1499.5,Inf
Inf,710.88,225.53,345.28,0,654.26,344.75,Inf,1492.6,445.43,4587,1423.4,223.99,4779.8,528.67,480.04,Inf,747.04,529.44,Inf,322.5,715.24,1073.4,1131.8,452.41,Inf,1120.3,187.66,1163.4,4586.2,414.64,265.98,6303.1,1043.1,394.22,Inf,1155.7,Inf,85.98,1372.4,1234.5,561.75,1704,344.46,192.77,952.32,414.05,1565.2,347.76,Inf,2828.6,3231.1,623.09,3919.4,1657.1,1450.7,Inf,6436.8,413.08,Inf,Inf,6950.9,405.42,243.18,288.54,Inf,Inf,322.23,148.45,Inf,277.39,440.89,947.79,Inf,Inf,666.03,Inf,3599.2,4102.5,955.31,Inf,213.49,861.94,843.54,2988.6,1514.4,2016.9,1680.2,Inf,1082.2,1355.3,1024.5,646.86,608.29,868.14,1428.4,Inf,1062.2,432.36,Inf,2240.9,Inf,Inf,1132.8,450.85,Inf,Inf,6504.4,440.69,281.39,572.53,3170.9,59.494,Inf,1090.6,666.93,130.07,2419.5,Inf,613.02,64.343,3442,797.22,Inf,384.21,389.82,3628.4,3200.7,2399.5,225.34,805,713.28,Inf,76.409,2047.2,5963,Inf,3622.1,139.12,4700.8,Inf,828.77,76.363,Inf,1386.9,1042.2,Inf,4845.7,3852.8,Inf,Inf,1202.5,Inf,3337.8,3315.5,Inf,790.92,4680.2,1865.1,107.94,2318.4,904.17,4452.8,113.12,559.01,Inf,1771.8,663.26,3869.6,16.425,805.67,302.41,4069.2,3779.6,322.48,1029.1,4909.7,1539.5,298.17,2486.4,499.8,658.33,387.72,Inf,696.78,1420,655.04,796.44,93.652,Inf,7282.9,1511.5,661.11,503.4,Inf,6337.3,496.57,2319.7,192.55,Inf,399.59,484.76,2614.7,4930.3,53.289,148.35,Inf,Inf,Inf,582.6,461.15,346.71,Inf,Inf,530,710.38,585.07,678.51,325.52,6768.4,320.11,Inf,135.62,1576.5,Inf,1000,908.38,194.1,373.82,1335.8,Inf,154.18,808.89,4485.9,1312.4,2322,1478.2,2658.5,1942.2,642.07,Inf,340.83,313.33,338.48,7842.4,154.44,129.42,Inf,1431.3,1178.9
4970.4,736.99,634.7,994.39,654.26,0,987.98,463.05,1687.1,614.39,4820.7,771.15,435.32,5057.9,786.18,Inf,770.31,Inf,686.94,6402,657.83,65.631,Inf,488.64,694.79,252.78,481.52,543.13,1374.7,Inf,1060.5,601.49,6560.8,1263.4,585.61,Inf,507.5,540.56,697.77,723.63,592.31,Inf,1053.4,776.26,493.35,298.71,977.94,913.91,1001.3,Inf,3020.6,3437,309.69,4138.5,1856.5,Inf,301.03,6692,329.47,435.67,716.4,7201.1,500.16,472.26,834.8,Inf,1732.6,339.84,802.07,263.39,553.53,688.24,348.04,Inf,5594.3,603.63,331.69,3816.8,Inf,359.14,3937.3,549.64,548.44,1043.4,3187.1,885.27,Inf,1887.6,597.89,452.5,Inf,376.28,Inf,Inf,300.96,1587,5223,414.98,Inf,1095.1,2413.8,353.2,833.61,480.19,507.28,1292,211,6760.4,312.81,Inf,708.73,3370.4,655.04,556.29,436.3,924.31,780.66,2588.4,379.76,Inf,687.26,3653.6,1443.5,760.31,335.35,1040.8,3846,3403.7,2587.1,830.52,256.61,Inf,686.64,581.3,2237,6170.8,Inf,3837,756.82,4964.3,2506.9,Inf,620.03,Inf,734.16,399.97,311.65,5122.3,Inf,927.15,657.03,552.58,686.56,3537.2,3520.3,5051,935.29,4937.7,2053.6,Inf,2503.8,268.09,4681.8,632.96,235.51,Inf,1890.1,382.94,4088,Inf,151.62,847.43,Inf,3997.4,398.32,401.18,5182.5,890.38,Inf,1841.9,Inf,Inf,Inf,162.22,867.19,1603.6,667.77,164.64,637.41,4475.1,7530.3,877.4,380.41,154.8,918.75,6593.7,253.4,1674.6,481.83,665.74,357.65,169.53,Inf,5207.3,702.02,773.53,529.21,1342.5,185.47,173.46,278.25,588.15,605.83,664.44,Inf,213.06,701.9,743.01,391.34,7020.2,643.53,712.04,709.01,Inf,138.48,423.22,255.09,Inf,1020.2,1503.6,560.15,804.98,238.98,4712.1,Inf,2503.2,Inf,2838,2136.9,894.88,Inf,680.79,748.61,783.84,8079.2,647.42,588.26,523.3,Inf,524.92
4810.8,Inf,486.8,95.002,344.75,987.98,0,527.78,Inf,748.01,4691.7,1758.8,565.84,4868.2,439.12,752.77,1110.9,Inf,818.85,6233.7,359.06,1045.6,1413.9,1473.1,705.18,735.7,1433.3,445.04,1325.2,4691.7,Inf,395.01,6397.3,1201.7,450.39,1279.2,1495.1,Inf,331.53,1711.4,1575.8,547.4,2041.3,Inf,537.28,1286.2,220.01,1901.8,185,422.21,2974,3360.6,Inf,4028.6,1814.6,Inf,689.03,6531.8,756.89,Inf,916.12,Inf,740.23,586.57,407.88,Inf,1674.2,663.51,233.99,1237.5,442.4,694.2,1289.6,433.89,5443.8,1002.2,1300.2,3711.4,4208.9,1255.2,Inf,536.38,1019.6,1048,3127,Inf,2358.5,1826.5,527.59,1423.8,1694.7,1346.5,991.52,948.61,1164.9,1632.2,5048.1,Inf,394.5,Inf,2409.6,634.78,Inf,1467.9,543.81,1250.9,1194.2,6599.1,Inf,540.94,508.32,3306.8,361.36,1499.6,1421.4,551.01,216.74,2587.8,Inf,910.83,303.42,Inf,455.58,337.9,727.77,142.98,3740.5,3333.3,2554,331.97,1146.9,903.78,548.29,411.5,2206,6082,1033.1,Inf,Inf,4795.8,Inf,Inf,370.07,565.63,1721.5,1383.3,1263,Inf,Inf,Inf,Inf,Inf,387.61,Inf,Inf,4908.9,1049.9,Inf,2029.1,320.7,2476,1222.5,4558.3,407.13,825.7,1086.3,1987.1,848.31,3979.8,357.74,1137.2,416.98,4176.9,3890.9,Inf,Inf,5000,Inf,305.72,Inf,540.76,1000.2,153.35,1150.1,Inf,Inf,979.94,1118.2,351.67,4359,7380.3,Inf,847.43,841.68,1906.7,6432,765.93,2661.1,506.43,944.78,Inf,819.82,2764.8,5018.7,292.27,214.72,483.5,1290.6,969.68,923.97,Inf,428.25,831.5,327.88,835.06,1005.9,Inf,987.5,670.1,6864.5,575.8,532.26,351.53,1911.2,940.22,1342.7,1242.9,524.59,Inf,Inf,Inf,195.45,1150.5,4591.7,1466.3,2482.9,Inf,Inf,2098.3,530.03,6844,568.98,484.08,271.15,7943.7,340.61,400.02,1508,Inf,1506.8
4810.1,667.54,312.75,532.23,Inf,463.05,527.78,0,1564.2,463.63,4678.3,1233.7,68.672,4881.8,Inf,526.91,730.11,590.67,552.25,6239.4,273.13,523.24,886.18,945.28,517.44,Inf,927.39,107.68,1242.7,4676.5,Inf,Inf,6400.8,1125.3,310.62,780.54,Inf,471.14,250.3,1184.3,1048.1,474.58,1515.2,447.8,162.5,761.66,533.76,1376,538.32,176.77,2903.4,3312.9,Inf,Inf,1732.4,1264.2,205.02,6533.9,248.49,169.33,608.1,7047,Inf,Inf,432.05,366.89,1604.5,137.13,Inf,709.72,192.41,506.81,762.29,395.22,5440,573.42,785.66,3687.6,4191.9,Inf,3808.5,Inf,717.27,910.82,3066.7,Inf,1830.7,1760.4,438.41,896.09,Inf,831.79,Inf,420.84,677.32,1479.6,5055,874.65,374.23,1556.2,2305.2,125.07,491.82,942.78,355.64,1159.5,666.46,6601.8,270.61,Inf,497.7,3249.7,207.65,998.31,899.18,639.7,Inf,2482.9,656.38,424.51,224.9,3526.9,983.33,329.76,Inf,578.04,3716.7,Inf,2471.2,Inf,619.64,791.82,522.9,118.41,2118.6,Inf,872.45,3709,296.43,4799.1,2966.9,639.66,Inf,Inf,1196.9,855.56,735.35,4947.4,3941.7,1389.5,194.46,1009.8,356.62,3416.8,Inf,Inf,821.51,4777,1935.1,275.71,2388.8,711.22,4543.1,221.56,385.02,561.76,1808.7,519.05,3958.3,177.3,614.1,446.31,4158.3,3868.1,199.72,836.33,5010.4,1351.3,290.55,Inf,408.92,473.39,576.38,623.69,740.37,1484.7,599.24,603.53,176.11,4341.8,7378.4,1326,516.54,314.17,1379.7,6434.7,Inf,2133.4,50.481,Inf,255.26,293.62,Inf,5032.1,238.97,313.08,130.08,1209.1,481.78,396.27,282,266.76,Inf,221.57,530.71,521.12,Inf,654.28,Inf,6864.8,Inf,Inf,279.15,1386.6,440.97,816.64,Inf,232.01,Inf,1390.9,258.71,342.02,622.97,4575.8,1392.7,2390.4,1293,2727.4,2015.8,610.38,6844.9,425.55,415.4,363.21,7935.4,190.1,128.73,986.18,1510.2,986.99
3324.6,950.11,1267.3,1577.7,1492.6,1687.1,Inf,1564.2,0,Inf,3145.8,1896.8,1498.2,Inf,2019.4,Inf,918,Inf,1015.2,4750.8,Inf,1733.6,1633.4,Inf,1048.9,1692,Inf,Inf,335.95,3135.2,1660.8,1747.8,4904.5,Inf,Inf,1982.2,1699,1148.9,1416,1779.8,1573.3,2038.7,1975,1167.5,1403,Inf,1860.2,1929.5,1499.8,Inf,1339.3,1750.7,1979.2,2451.8,169.45,1666.7,1725.5,5032.4,Inf,1731.4,973.68,5534.6,1217.7,1362.2,1253.2,1201.8,116.1,Inf,1454.2,1555.1,1752.6,1059.9,1453,1237,3933.5,1083.5,1890.1,2129.8,2642.1,2003.1,Inf,1309.7,Inf,653.63,1502.8,1499.6,1845.1,204.71,2002.6,1498.2,1760.6,1906.9,1293.6,1575,Inf,Inf,Inf,Inf,1919.1,1958.9,Inf,1650.7,2003.6,1797.4,1918.9,412.45,1608.3,5101.4,1407.4,1212.7,Inf,1686,Inf,2074.2,1845.6,2159.5,1528.2,928.84,1327.7,1845.8,1555.2,Inf,Inf,1345.3,Inf,Inf,2159,Inf,907.74,1330,Inf,779.35,Inf,1531.3,555.05,4485.4,691.98,2150,1615.3,3328.8,2849,1669.8,1562.3,1196.6,1896.7,1579.1,1484.5,3506.4,2384.9,Inf,1508,1990.8,1901.2,1853.1,1834.3,3386.5,752.8,3293.1,372.45,1401.6,826.04,Inf,Inf,1379.5,1883.4,1714.6,447.09,2052.8,2401.1,1502.2,1749.4,1244.4,2603.6,2310.4,1382.9,1989.8,3559.3,Inf,1789.1,2180,1972.9,1459.7,1542.5,1687.4,826.16,Inf,Inf,1822.7,Inf,Inf,5860.4,1530.1,2050,1602.2,1867.8,4935.8,1841.8,2075.1,Inf,1022.2,1808.7,1633.9,1123.8,Inf,1524.9,Inf,1440.8,Inf,1872.3,1516.4,Inf,1826.1,1090.6,1710,1042.5,1900.1,990.51,944.45,1390.5,5355.9,1174.8,2081.9,1367.8,1977.3,1822.8,1388.3,Inf,1336.1,1637,192.76,1821.3,Inf,1479.5,3030.1,209.99,Inf,1505.3,1165.9,Inf,2134.6,5337.5,1151.8,Inf,1830.9,Inf,1643,1608.6,Inf,Inf,1911.6
4366.4,281.63,Inf,718.95,445.43,614.39,748.01,463.63,Inf,0,4224.6,1181.3,396.65,Inf,934.38,69.336,366.02,405.01,89.247,5797.7,719.68,671.66,811.59,Inf,Inf,591.84,1043.4,Inf,783.34,4221.1,800.52,654.62,Inf,666.76,773.96,957.7,Inf,181.19,418.25,1101.9,Inf,937.8,Inf,352.26,307.52,Inf,858.84,1303.3,699.79,Inf,2441.1,2852.3,880.39,Inf,1271,1141.3,624.72,6089.4,304.1,629.18,169.8,Inf,117.57,262.37,Inf,100,1144.6,413.89,Inf,642.83,654.5,105.18,Inf,384.83,4992.9,283.35,894.27,3229.2,3734.5,966.79,3350,232.88,Inf,450.06,2605,1181.3,1685.5,1300.3,901.69,775.86,1082,927.75,Inf,Inf,915.21,1016.2,4616.5,811.44,828.74,1458.7,1841.7,548.98,928.35,928.33,Inf,700,643,6157.6,311.13,Inf,960.05,2788.2,402.29,1118.1,926.62,Inf,541.06,2019.4,510.65,752.6,508.34,3067.3,1156.5,430.9,Inf,748.92,3258.3,2820.1,2008.4,489.88,527.41,335.06,986.46,450.29,1656,Inf,410.27,3250.1,584.36,Inf,2827.3,668.6,Inf,188.9,1153.6,766.1,632.71,4513.8,3483.4,1320.4,Inf,1074.8,810.75,2955.3,2936.1,4451.1,359.52,4333.6,1472.4,427.46,1925.8,858.44,Inf,Inf,784.62,668.57,1348.3,953.36,3500,445.95,Inf,471.21,3700.2,Inf,281.13,986.2,4574.8,1260.5,711.15,Inf,871.16,430.54,744.73,673.37,276.83,1021.7,241.63,Inf,Inf,3884.3,6930.4,1180.5,950.59,507.97,1288.2,5990.7,741.95,1988.1,Inf,203.04,707.28,537.21,Inf,Inf,493.17,591.93,352.91,750,784.62,Inf,344.7,Inf,94.756,630.22,87.117,816.21,140.01,239.52,Inf,6418.8,186.9,984.9,397.99,1327.2,733.41,678.05,759.42,255.79,761.06,927.25,Inf,556.35,541.54,4119.4,933.35,1927.2,1146.7,2264.1,1553.7,1056.3,6399.2,216.93,336.9,Inf,Inf,566.71,Inf,999.89,1050.2,1017
